Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, CloudCover, Events,WindDirDegrees
2001,18,14,12,23,6,6,Rain,157
2001,17,13,11,42,18,6,Rain-Thunderstorm,173
2001,13,11,9,24,10,5,Rain,204
2001,16,13,10,23,13,4,,213
2001,20,16,11,24,6,5,,203
2001,18,14,11,23,8,3,Rain,231
2001,19,12,5,10,3,1,,16
2001,18,12,6,13,5,4,,351
2001,19,14,9,11,5,2,,298
2001,20,14,8,11,5,4,,355
2001,23,17,12,14,8,6,Rain,347
2001,26,18,11,13,6,1,,355
2001,24,16,8,10,5,,,345
2001,24,16,8,21,5,,,349
2001,20,14,9,40,11,,,32
2001,18,12,6,19,8,1,,27
2001,16,11,6,10,5,4,Rain-Thunderstorm,355
2001,13,10,8,10,5,5,Rain-Thunderstorm,9
2001,15,10,6,23,8,4,,17
2001,15,10,6,19,11,3,,20
2001,18,10,2,11,6,,,354
2001,18,10,2,27,8,1,,327
2001,11,6,1,45,18,2,,13
2001,7,3,-1,52,23,1,,27
2001,13,4,-5,26,6,,,29
2001,14,6,-2,37,10,3,,5
2001,15,9,4,32,10,2,,1
2001,9,6,2,50,29,2,,9
2001,7,2,-2,27,10,6,Rain,28
2001,8,7,5,29,14,6,,78
2001,8,4,2,11,3,6,Rain,37
2001,8,4,2,10,3,5,Rain,302
2001,11,4,-1,14,3,3,,347
2001,12,6,-1,14,5,3,,50
2001,11,6,2,11,6,5,,22
2001,14,7,1,21,5,1,,18
2001,16,7,-2,24,10,,,12
2001,13,6,-1,13,6,,,341
2001,13,6,-2,11,6,,,344
2001,9,4,-1,11,5,7,,12
2001,12,8,4,16,5,5,,14
2001,11,3,-4,8,3,3,,18
2001,13,6,-2,10,5,2,,3
2001,12,4,-2,10,5,0,,24
2001,4,1,-1,8,3,3,Fog,25
2001,12,6,-1,8,5,3,Fog,355
2001,13,4,-3,10,5,0,,345
2001,11,4,-1,8,2,2,Fog,124
2001,14,6,-3,8,2,2,Fog,359
2001,16,6,-3,8,5,0,,346
2001,11,6,0,10,3,,,3
2001,12,4,-2,10,5,0,,348
2001,10,4,-1,21,6,5,,8
2001,10,4,-2,26,6,4,,76
2001,9,6,2,11,3,5,,17
2001,9,3,-2,8,3,2,,352
2001,8,0,-7,10,5,,,360
2001,11,2,-7,24,6,0,,22
2001,3,-2,-7,32,11,1,,21
2001,5,-2,-10,10,5,,,343
2001,9,-1,-10,14,5,,,13
2001,9,2,-4,14,8,3,,57
2001,8,3,-1,10,3,6,,7
2001,10,5,0,10,3,5,,354
2001,9,2,-5,14,6,,,351
2001,3,-3,-8,11,3,5,,357
2001,3,1,0,23,6,6,Rain-Snow,17
2001,4,0,-4,16,8,,,54
2001,5,-1,-6,11,5,3,,337
2001,3,-1,-5,8,3,3,,1
2001,7,0,-7,8,5,0,,12
2001,6,0,-6,8,5,3,,357
2001,2,-2,-5,6,3,6,Fog,12
2001,6,1,-3,8,2,4,Fog-Rain,355
2001,10,7,3,8,3,5,Rain,342
2002,10,8,7,19,5,6,Rain,143
2002,8,7,6,23,8,6,Rain,120
2002,11,8,6,21,5,6,Rain,287
2002,13,8,4,11,5,3,,13
2002,11,9,7,13,5,6,,72
2002,9,7,3,11,3,5,,77
2002,8,3,-2,6,2,2,Fog,353
2002,9,4,-1,10,5,6,,7
2002,10,6,1,11,5,5,,350
2002,9,4,1,10,3,5,,358
2002,9,3,-3,13,3,2,,336
2002,10,3,-3,10,3,3,,351
2002,8,6,4,14,3,7,Rain,137
2002,11,7,3,11,3,3,Fog,188
2002,7,3,-1,8,3,4,Fog-Rain,11
2002,11,3,-3,26,6,1,Fog,43
2002,10,3,-3,13,5,6,Rain,318
2002,10,6,2,13,3,5,,335
2002,9,4,1,6,3,6,Rain,359
2002,11,6,1,8,5,3,,351
2002,11,4,-1,21,6,3,Rain,260
2002,8,4,2,19,11,4,Fog,222
2002,11,8,5,29,10,6,Rain,233
2002,11,8,5,29,16,2,,243
2002,9,4,-1,11,5,3,Fog,43
2002,8,6,4,10,3,6,Fog,1
2002,10,7,3,10,5,4,,352
2002,16,7,-1,10,5,0,,343
2002,18,9,0,8,5,,,350
2002,15,8,1,13,6,,,291
2002,13,9,4,24,10,3,,225
2002,13,6,-2,11,5,0,,354
2002,16,6,-3,8,5,,,350
2002,12,6,1,19,8,6,Rain,333
2002,12,8,5,13,5,5,,248
2002,14,10,7,40,11,6,Fog-Rain-Thunderstorm,233
2002,9,7,5,34,21,3,,282
2002,14,8,3,24,6,2,,338
2002,15,8,2,13,6,1,,188
2002,13,7,1,10,3,4,,359
2002,13,7,2,11,5,1,Fog,360
2002,13,8,4,11,3,3,Fog,348
2002,16,9,2,8,3,2,,356
2002,17,9,1,13,5,0,,314
2002,11,7,2,48,13,1,,2
2002,12,7,2,26,16,3,,11
2002,11,3,-3,16,8,1,,23
2002,10,5,0,16,6,3,,4
2002,12,4,-3,21,8,2,,22
2002,14,7,0,19,6,,,44
2002,13,4,-4,35,8,4,,288
2002,15,9,3,35,14,3,,4
2002,18,9,0,16,8,1,,353
2002,19,9,0,14,5,2,,344
2002,16,8,0,10,5,,,1
2002,17,8,0,19,6,,,299
2002,14,7,0,16,6,6,,292
2002,13,6,-1,21,8,6,Fog,235
2002,13,11,10,27,14,6,,241
2002,11,8,5,26,11,5,Rain,239
2002,11,6,1,16,5,3,,311
2002,6,3,0,21,8,7,Rain,41
2002,9,7,4,19,5,6,Rain,84
2002,10,6,1,34,11,6,,359
2002,14,9,5,34,24,3,,7
2002,12,8,4,19,6,6,,36
2002,16,8,1,11,5,2,,337
2002,16,9,2,6,3,4,,21
2002,17,9,2,16,8,3,,300
2002,16,11,6,21,6,5,,193
2002,17,13,10,29,10,4,Rain,173
2002,13,10,7,35,14,6,Rain,188
2002,11,8,6,50,19,6,Rain-Thunderstorm,199
2002,13,9,6,24,13,5,Rain,200
2002,10,8,6,11,5,6,Rain,156
2002,9,4,1,23,8,5,Fog-Rain,217
2002,15,11,7,29,10,5,,230
2002,17,12,8,21,10,4,,187
2002,21,13,7,10,3,5,Fog,10
2002,24,14,6,14,6,,,299
2002,25,16,6,13,5,,,353
2002,25,14,4,13,5,,,351
2002,26,16,5,10,5,,,352
2002,22,13,5,23,5,,,21
2002,19,11,3,14,6,2,,349
2002,19,11,3,14,8,,,30
2002,15,9,4,35,11,5,,128
2002,16,11,7,14,5,6,,87
2002,17,10,3,11,5,1,,204
2002,20,11,3,11,5,1,,22
2002,19,11,4,19,6,4,,16
2002,17,12,8,21,8,5,Rain,89
2002,11,8,6,37,16,5,Rain,298
2002,13,7,1,23,8,3,,237
2002,15,7,-1,19,6,4,Rain,231
2002,11,9,7,27,14,5,Rain,196
2002,14,9,4,50,10,5,Rain-Thunderstorm,177
2002,16,9,3,10,2,4,,33
2002,18,10,3,23,6,3,,318
2002,15,9,4,26,6,4,,7
2002,10,7,4,23,11,6,Rain,41
2002,14,9,5,32,16,6,Rain,21
2002,13,9,5,23,10,5,,356
2002,14,8,2,16,10,3,,38
2002,14,10,6,14,6,6,,7
2002,15,8,1,11,5,3,,311
2002,18,10,3,16,5,2,,289
2002,19,13,8,21,5,2,,107
2002,21,14,8,13,5,3,,312
2002,23,14,6,11,5,1,,326
2002,25,16,7,13,5,,,26
2002,23,14,6,11,5,,,60
2002,26,16,7,13,5,,,1
2002,27,17,8,13,6,,,346
2002,29,18,8,11,3,,,355
2002,27,17,8,16,6,3,,306
2002,27,18,10,14,5,6,,346
2002,25,17,9,27,10,4,,303
2002,25,16,6,19,8,,,282
2002,25,17,8,29,8,1,,279
2002,20,17,14,32,16,2,,270
2002,16,11,7,40,14,4,Rain,312
2002,15,10,6,40,23,4,,357
2002,18,10,3,14,8,2,,359
2002,15,10,6,21,5,7,Rain-Thunderstorm,82
2002,10,7,4,14,10,5,Rain,28
2002,11,8,6,24,11,6,Rain,26
2002,10,8,7,14,6,6,Rain,191
2002,16,12,9,24,6,6,Rain,360
2002,18,13,9,27,6,6,,141
2002,16,12,9,16,6,5,,80
2002,20,12,5,24,6,2,,243
2002,22,14,7,29,10,1,,250
2002,24,17,9,19,8,1,,197
2002,28,19,10,19,5,5,,8
2002,30,20,11,29,8,3,,121
2002,23,18,14,35,18,5,Rain,226
2002,21,14,8,23,10,2,,339
2002,26,16,7,8,3,1,,16
2002,27,18,10,19,6,4,,301
2002,24,18,13,27,13,4,,225
2002,20,17,12,37,19,6,Rain,239
2002,19,14,10,29,18,5,,299
2002,25,16,6,19,8,1,,238
2002,24,18,13,26,11,2,,288
2002,21,16,10,35,10,2,,307
2002,20,14,8,24,13,3,,301
2002,26,17,8,14,5,,,257
2002,28,18,9,16,6,1,,307
2002,31,22,13,29,10,1,,149
2002,29,21,13,32,8,4,,124
2002,31,23,15,10,6,2,,56
2002,32,23,15,24,8,2,,262
2002,29,23,18,23,10,4,,226
2002,23,18,14,37,14,4,Rain,233
2002,20,17,12,40,23,5,Rain,286
2002,16,13,10,29,13,4,Rain,308
2002,21,13,6,27,11,4,Rain,272
2002,18,14,10,27,16,5,,308
2002,24,14,6,24,8,2,,300
2002,28,20,12,26,11,1,,353
2002,31,21,11,10,5,3,,351
2002,32,23,15,19,6,5,,99
2002,33,23,14,23,10,,,110
2002,34,24,15,13,6,3,,123
2002,35,26,16,14,8,1,,163
2002,36,27,18,24,8,,,163
2002,37,27,17,26,11,,,208
2002,35,27,18,23,11,3,,226
2002,30,25,20,16,6,6,Rain,67
2002,33,24,16,19,8,3,,302
2002,35,26,16,21,8,,,223
2002,37,26,16,14,6,,,316
2002,35,27,18,23,8,,,288
2002,34,26,18,27,13,3,,54
2002,34,26,18,24,11,2,,81
2002,36,29,22,35,16,4,Thunderstorm,110
2002,29,24,21,27,18,1,,221
2002,32,23,16,16,8,1,,310
2002,31,23,16,24,8,2,,320
2002,29,22,15,37,10,4,Rain-Thunderstorm,23
2002,25,19,14,13,6,5,Rain,26
2002,30,21,13,23,8,1,,237
2002,31,23,15,32,11,3,,298
2002,32,26,19,14,10,,,329
2002,32,24,17,26,8,2,,323
2002,32,26,19,19,8,1,,34
2002,33,26,18,19,6,3,,177
2002,31,24,19,29,14,4,Rain-Thunderstorm,206
2002,29,23,18,39,16,,,234
2002,28,23,18,24,14,3,,229
2002,31,23,15,19,8,1,,282
2002,32,24,18,24,10,2,,336
2002,29,23,18,34,13,4,,27
2002,27,20,14,27,13,2,,50
2002,27,20,13,29,19,3,,58
2002,30,22,15,26,16,1,,48
2002,32,23,16,19,13,1,,39
2002,34,26,17,16,6,,,244
2002,35,26,16,24,6,1,,277
2002,33,26,19,32,6,4,,302
2002,35,26,17,16,6,3,,313
2002,27,22,17,24,10,2,,233
2002,26,20,14,23,11,3,Rain-Thunderstorm,349
2002,33,24,15,16,8,1,,22
2002,34,26,18,21,8,1,,10
2002,35,27,18,23,10,1,,349
2002,36,27,19,19,5,2,,303
2002,36,28,20,19,6,1,,193
2002,36,27,19,23,11,1,,218
2002,33,27,20,32,8,3,,358
2002,31,23,17,27,18,1,,29
2002,30,22,15,24,14,1,,15
2002,32,24,18,23,8,3,,285
2002,32,23,14,29,10,1,,275
2002,32,23,15,26,11,1,,268
2002,32,23,15,29,10,1,,269
2002,31,23,15,19,6,2,,103
2002,32,24,17,24,13,3,,13
2002,31,24,18,23,13,3,,26
2002,29,22,16,34,13,4,,337
2002,25,22,19,40,19,5,,309
2002,28,20,13,27,11,,,11
2002,33,23,13,13,5,1,,3
2002,35,26,16,13,5,,,246
2002,34,27,19,14,6,4,,331
2002,32,26,20,24,8,4,,23
2002,33,24,17,16,6,2,,290
2002,34,26,17,21,6,1,,280
2002,33,24,17,21,8,2,,271
2002,33,26,18,23,11,2,,207
2002,32,26,20,21,8,2,,209
2002,33,24,17,26,6,1,,272
2002,31,23,17,23,6,1,,189
2002,31,23,16,23,8,1,,234
2002,28,22,16,29,11,2,,64
2002,26,20,15,32,8,5,,276
2002,24,19,15,29,8,4,,13
2002,24,18,13,27,10,4,Rain,1
2002,26,19,12,24,8,4,,25
2002,28,20,13,13,6,2,,354
2002,30,22,14,21,8,2,,306
2002,30,22,14,23,6,3,,341
2002,31,23,16,24,13,4,,22
2002,29,23,18,29,10,3,,353
2002,28,21,14,26,8,2,,246
2002,27,20,13,26,13,1,,253
2002,26,20,15,14,8,1,,354
2002,27,20,13,21,11,1,,2
2002,27,19,12,27,8,3,,297
2002,22,19,16,29,11,5,Rain,240
2002,22,18,14,21,11,4,Rain,223
2002,26,17,9,13,5,,,342
2002,29,19,10,13,5,1,,347
2002,29,20,11,16,6,4,,306
2002,29,21,13,16,5,1,,300
2002,28,22,16,16,6,3,,185
2002,28,21,15,23,5,3,,276
2002,23,20,17,26,11,6,Rain,166
2002,24,20,17,26,10,5,Rain,178
2002,24,20,16,27,14,6,Rain,201
2002,25,20,15,14,8,4,,169
2002,26,20,15,16,6,5,Rain-Thunderstorm,326
2002,23,19,15,29,10,5,,230
2002,22,18,14,19,8,5,Rain,249
2002,20,17,14,34,6,5,,32
2002,20,12,5,13,6,0,,340
2002,21,13,6,13,8,,,8
2002,24,16,7,13,5,,,341
2002,25,16,7,10,5,,,351
2002,26,16,7,8,5,,,351
2002,27,18,9,11,5,1,,343
2002,25,19,13,35,5,5,Rain-Thunderstorm,140
2002,20,17,14,16,8,7,Rain,131
2002,18,16,13,13,3,6,Rain,87
2002,23,17,11,8,3,2,Fog,10
2002,23,18,13,10,5,3,,355
2002,24,18,12,14,6,4,,360
2002,25,18,10,6,3,4,,2
2002,24,16,8,23,5,2,,283
2002,18,14,11,23,6,5,Rain-Thunderstorm,204
2002,18,13,9,37,13,4,Rain,254
2002,14,10,7,21,10,5,Rain,289
2002,19,12,5,24,6,3,,270
2002,22,16,10,24,10,3,,242
2002,21,14,8,14,5,4,,289
2002,22,16,11,27,8,4,,219
2002,18,14,12,14,6,4,,206
2002,22,18,13,37,13,5,,212
2002,16,13,9,27,19,3,,268
2002,17,10,4,11,5,4,,9
2002,21,13,5,10,5,1,,348
2002,17,12,8,13,6,5,Rain,351
2002,18,16,13,45,18,5,Rain,211
2002,17,14,12,40,26,3,Rain,232
2002,17,13,11,34,18,3,,265
2002,15,10,6,21,6,4,,258
2002,18,14,10,16,6,5,,191
2002,17,13,9,6,2,5,Fog,6
2002,21,13,6,10,5,5,Fog,358
2002,23,16,8,11,6,,,354
2002,22,14,7,8,5,0,,350
2002,17,13,9,27,11,4,,256
2002,18,13,8,16,5,4,Fog,299
2002,16,10,5,10,5,5,Fog,65
2002,13,10,8,8,3,6,Fog,21
2002,20,16,12,19,5,5,Rain,212
2002,18,12,7,23,6,2,Fog,14
2002,18,12,7,14,6,3,,344
2002,20,13,6,24,5,3,,319
2002,15,10,6,42,18,1,,15
2002,14,8,2,11,3,6,,141
2002,20,13,7,37,8,6,,241
2002,20,12,5,21,6,,,248
2002,16,10,4,14,5,6,Fog,263
2002,15,12,9,26,13,5,,216
2002,14,11,9,48,16,5,Rain,200
2002,10,8,5,24,13,5,Rain,214
2002,11,8,6,16,6,6,Rain,193
2002,8,7,5,27,8,5,Rain,205
2002,12,8,5,14,5,5,Rain,192
2002,10,7,3,14,3,4,Fog-Rain,317
2002,12,10,8,29,11,6,Rain,176
2002,10,8,5,23,6,3,,198
2002,12,9,6,32,13,4,Rain,245
2002,11,8,6,26,14,5,Rain,198
2002,12,9,7,26,14,5,Rain,212
2002,9,7,5,26,6,5,Rain,184
2002,10,7,4,16,8,5,,209
2002,7,3,1,11,3,5,Fog,351
2002,10,8,5,10,5,7,Fog,348
2002,14,11,9,29,10,4,Fog-Rain,271
2002,10,8,5,24,13,4,Rain,246
2002,14,9,5,19,5,3,,282
2002,11,8,5,24,6,4,,205
2002,12,7,3,24,10,4,Fog,232
2002,12,8,5,27,11,3,,277
2002,13,7,0,6,3,2,,86
2002,10,8,5,37,26,2,,360
2002,12,8,4,34,26,2,,6
2002,11,6,1,21,6,,,11
2002,8,3,-1,6,3,3,,3
2002,7,3,0,11,5,6,Rain,77
2002,10,7,4,29,13,5,Rain,182
2002,10,8,5,19,11,5,Rain,197
2002,10,6,2,13,5,4,,347
2002,10,5,0,11,5,4,,360
2002,12,9,6,32,11,5,Rain,230
2002,10,6,1,16,10,2,,317
2002,10,4,-1,10,5,3,,351
2002,13,9,6,14,6,6,Rain,345
2002,14,13,12,14,8,5,Rain,173
2002,13,11,10,10,5,6,Fog-Rain,159
2002,13,10,7,13,5,4,,156
2002,10,8,6,11,3,6,Fog,130
2002,10,7,4,10,3,6,,355
2002,12,6,1,13,5,4,Fog,339
2002,11,8,5,19,6,5,Rain,203
2002,14,11,9,24,14,5,,224
2002,13,12,11,29,14,5,,178
2002,11,10,9,42,24,5,Rain,213
2002,11,8,5,27,19,2,,283
2002,9,4,0,10,5,,,31
2002,10,7,3,26,8,5,Rain,228
2002,12,9,7,34,18,2,,251
2003,11,9,8,14,10,5,,214
2003,12,11,10,34,11,6,Fog-Rain,192
2003,12,10,8,32,19,4,,230
2003,12,9,6,24,13,3,,251
2003,8,4,1,34,5,4,Fog-Rain,338
2003,9,7,5,42,21,3,,278
2003,6,3,0,19,10,4,Rain,189
2003,9,7,4,26,11,5,Rain-Thunderstorm,261
2003,8,4,2,32,19,4,Rain,244
2003,6,3,-1,35,23,2,,24
2003,6,1,-4,27,8,1,,10
2003,5,1,-3,21,10,1,,36
2003,8,0,-7,21,5,,,11
2003,7,0,-6,10,5,0,,352
2003,8,1,-5,8,5,0,,359
2003,10,2,-5,13,5,0,,346
2003,8,2,-4,14,5,0,,14
2003,4,1,-2,10,3,4,Fog,358
2003,10,7,3,40,13,4,Fog-Rain,287
2003,9,6,2,34,14,6,Rain,200
2003,10,8,6,35,26,5,Rain,238
2003,8,7,5,26,18,6,Rain,223
2003,11,7,3,32,19,1,,14
2003,14,6,-2,27,8,,,17
2003,16,8,0,24,14,,,10
2003,14,10,7,37,21,5,,7
2003,21,14,9,35,18,,,19
2003,17,9,2,29,8,,,23
2003,10,6,2,42,19,3,,355
2003,9,4,0,47,13,3,,299
2003,6,2,-1,50,32,2,Rain-Snow,356
2003,8,2,-3,16,10,1,,345
2003,11,3,-3,24,5,1,,322
2003,13,6,-1,42,8,1,,272
2003,14,10,7,47,27,3,,274
2003,11,4,-1,13,6,1,,41
2003,13,7,1,11,5,2,,192
2003,8,4,2,10,5,5,Rain,357
2003,13,7,2,11,5,4,,342
2003,12,6,-1,10,5,1,,31
2003,13,8,3,8,3,3,,11
2003,12,6,-1,11,5,2,,9
2003,11,8,6,14,5,5,Rain,15
2003,11,6,2,21,10,3,,16
2003,10,6,2,32,6,4,,8
2003,8,3,-2,21,10,1,,42
2003,10,3,-4,21,10,1,,333
2003,9,2,-5,21,6,,,8
2003,2,-2,-6,13,5,6,Snow,4
2003,7,3,-1,21,8,6,Rain,225
2003,8,6,2,23,13,4,Rain,251
2003,10,3,-3,14,5,4,,49
2003,8,7,6,16,10,5,Rain,120
2003,13,9,6,23,8,7,,3
2003,11,9,8,45,16,5,Rain,138
2003,11,9,7,37,26,6,Rain,146
2003,9,7,5,24,10,6,Rain,204
2003,13,9,5,26,11,5,Rain,301
2003,12,7,2,10,3,6,Fog,47
2003,13,7,1,21,6,5,Fog,250
2003,14,10,7,26,13,3,,232
2003,18,13,9,26,14,4,,261
2003,18,10,3,11,5,0,,357
2003,19,12,5,27,8,4,Rain-Thunderstorm,299
2003,15,8,2,10,3,1,,68
2003,15,8,1,11,5,,,1
2003,17,11,6,19,5,1,,7
2003,18,10,2,10,5,,,355
2003,20,11,3,11,3,0,,348
2003,22,12,3,10,5,0,,353
2003,23,13,3,13,5,,,349
2003,25,16,6,11,5,5,,19
2003,21,13,5,24,6,6,,276
2003,19,12,5,24,5,3,,276
2003,12,9,7,27,13,5,,144
2003,13,7,2,27,10,5,,97
2003,15,10,5,21,6,3,,60
2003,15,8,1,11,5,1,,55
2003,18,9,1,21,6,,,30
2003,18,10,2,13,5,0,,70
2003,17,9,2,21,6,4,Rain,16
2003,17,13,9,16,8,5,,144
2003,18,13,8,23,8,4,,117
2003,17,10,4,11,6,3,Rain,11
2003,17,13,9,24,6,5,Rain,303
2003,12,10,9,29,14,6,Rain,160
2003,15,12,9,26,14,5,Rain,236
2003,17,11,5,19,5,4,Rain,140
2003,13,11,10,32,19,6,Rain,211
2003,18,14,10,21,11,5,,4
2003,20,13,6,11,5,3,,358
2003,18,14,9,37,18,3,,11
2003,14,10,6,55,34,1,,11
2003,17,9,2,24,16,,,51
2003,17,9,1,24,11,,,41
2003,23,12,2,23,6,,,21
2003,21,12,3,23,8,0,,28
2003,19,12,6,16,8,3,,161
2003,19,12,6,39,13,1,,205
2003,17,9,2,34,11,3,,263
2003,13,10,8,29,21,4,Rain,251
2003,11,9,8,21,13,5,Rain,241
2003,22,14,7,35,13,4,Rain-Thunderstorm,161
2003,14,11,9,24,16,6,Rain-Thunderstorm,154
2003,17,12,7,24,8,5,Rain,28
2003,18,13,8,19,13,5,Rain,37
2003,19,14,9,11,6,5,,173
2003,20,14,9,11,5,6,,36
2003,13,11,9,34,11,6,Rain,222
2003,13,9,6,34,23,5,,238
2003,17,12,7,16,6,4,,233
2003,16,11,7,26,8,4,Rain,51
2003,16,12,9,21,8,5,,201
2003,18,12,7,13,5,5,,193
2003,21,16,11,16,6,5,,262
2003,20,17,13,21,10,5,Rain,223
2003,22,13,5,16,6,4,,310
2003,24,17,11,32,10,3,,213
2003,20,16,12,23,14,4,,237
2003,18,14,11,24,18,5,,233
2003,18,11,5,19,5,5,,291
2003,22,14,7,16,8,3,,274
2003,25,17,8,23,10,2,,81
2003,26,20,15,23,10,2,,170
2003,21,17,13,26,11,4,,229
2003,13,10,7,34,16,5,Rain,17
2003,17,11,6,27,14,6,Rain,14
2003,18,14,10,16,10,5,Rain,10
2003,23,14,6,8,3,2,,6
2003,25,17,8,19,6,4,,317
2003,26,18,11,16,5,2,Thunderstorm,358
2003,27,18,10,16,5,1,,330
2003,28,19,10,19,5,1,,8
2003,26,18,10,16,10,1,,20
2003,27,19,11,26,6,2,Thunderstorm,69
2003,24,18,12,24,10,4,Rain-Thunderstorm,74
2003,26,17,9,16,6,1,,261
2003,28,19,11,24,8,,,271
2003,29,20,12,27,10,2,,315
2003,26,17,9,19,6,1,,22
2003,28,19,10,21,10,,,50
2003,30,20,11,19,10,,,30
2003,31,21,11,19,8,,,290
2003,25,19,13,32,13,5,,323
2003,19,14,9,32,19,1,,1
2003,23,14,6,23,8,1,,17
2003,26,17,8,23,10,,,40
2003,28,18,9,11,6,,,128
2003,30,21,12,10,5,1,,3
2003,31,22,13,19,6,1,,149
2003,31,23,16,39,8,3,Rain-Thunderstorm,11
2003,28,21,14,26,8,4,,308
2003,26,20,14,27,11,3,,250
2003,28,23,18,16,11,2,,218
2003,25,21,17,27,10,5,Rain,198
2003,28,20,13,13,6,4,,289
2003,31,22,13,10,6,4,,6
2003,34,24,16,19,6,3,,274
2003,33,24,17,37,10,2,,225
2003,33,24,16,23,8,2,,270
2003,33,24,15,23,8,,,297
2003,35,26,16,24,6,1,,6
2003,35,28,21,23,11,3,,131
2003,36,26,16,13,6,2,,17
2003,32,26,20,24,6,5,,290
2003,33,23,14,27,8,4,,98
2003,32,23,15,19,6,3,,291
2003,32,24,17,21,5,3,,18
2003,35,27,19,26,10,2,,19
2003,35,27,19,21,11,,,46
2003,35,27,19,21,8,,,142
2003,36,27,18,21,11,,,145
2003,36,26,17,19,10,1,,172
2003,35,28,21,32,10,2,Thunderstorm,164
2003,30,25,20,23,10,3,,266
2003,32,23,15,14,8,4,,312
2003,33,24,17,23,8,1,,296
2003,33,24,17,21,6,2,,264
2003,33,24,17,26,10,3,,242
2003,30,24,19,29,14,1,,232
2003,25,20,16,37,23,4,Rain,239
2003,25,20,15,26,19,1,,243
2003,27,20,14,27,11,2,,279
2003,28,22,17,16,5,3,,68
2003,30,22,15,21,11,1,,313
2003,32,23,15,21,6,1,,280
2003,32,26,19,24,8,1,,264
2003,33,26,19,14,8,1,,309
2003,35,28,20,19,6,1,,286
2003,36,27,19,26,5,,,296
2003,36,28,21,21,8,,,164
2003,37,29,21,14,5,,,56
2003,34,28,22,29,8,3,,138
2003,34,26,18,16,6,2,,286
2003,32,26,20,27,11,1,,222
2003,28,23,18,35,16,4,,212
2003,26,19,13,23,13,1,,253
2003,31,22,14,16,6,,,298
2003,34,24,14,26,8,,,292
2003,33,23,14,26,8,,,270
2003,33,24,16,26,10,2,,273
2003,31,23,15,24,10,,,253
2003,33,23,13,23,8,0,,260
2003,32,23,15,27,8,1,,309
2003,32,24,18,21,6,1,,243
2003,34,26,17,26,8,1,,259
2003,34,27,19,29,10,1,,248
2003,31,24,19,21,10,3,,265
2003,34,26,18,14,6,1,,1
2003,35,28,20,21,11,1,,15
2003,36,28,21,23,11,2,,342
2003,38,29,20,32,10,1,,329
2003,39,28,18,27,8,0,,347
2003,38,29,20,34,8,1,,337
2003,39,30,21,21,10,1,,123
2003,37,29,22,23,10,,,136
2003,36,28,21,29,6,3,Thunderstorm,93
2003,36,28,21,24,10,1,,7
2003,37,28,20,19,8,1,,36
2003,36,27,18,16,5,1,,129
2003,36,28,20,27,6,3,,3
2003,36,29,23,13,5,1,,104
2003,36,28,21,11,5,1,,39
2003,37,29,21,13,5,1,,29
2003,37,28,19,13,6,,,17
2003,37,29,22,16,6,2,,342
2003,35,28,21,26,6,2,,230
2003,28,24,21,24,11,2,,205
2003,30,23,16,19,6,2,,305
2003,31,23,17,13,6,1,,242
2003,34,24,16,13,6,1,,325
2003,34,26,17,19,8,1,,270
2003,34,27,19,40,10,2,,38
2003,30,23,17,40,11,3,Rain-Thunderstorm,97
2003,32,23,16,14,6,2,,232
2003,33,24,17,14,6,2,,307
2003,32,24,18,27,10,1,,263
2003,30,24,18,26,11,1,,229
2003,29,21,13,24,8,0,,284
2003,24,21,18,32,14,4,,220
2003,25,20,16,32,19,2,,240
2003,29,21,13,29,10,1,,286
2003,29,22,15,29,8,2,,291
2003,28,21,15,27,8,2,,272
2003,28,21,14,21,8,2,,323
2003,27,22,18,32,10,3,,194
2003,29,24,20,27,18,4,,167
2003,28,21,14,19,8,2,,303
2003,29,22,15,14,6,2,,271
2003,26,21,17,32,16,3,,256
2003,29,21,14,40,13,1,,295
2003,23,19,15,37,23,2,,355
2003,30,19,8,21,8,,,18
2003,31,22,13,26,8,,,40
2003,31,23,16,21,11,,,47
2003,31,22,14,13,6,,,24
2003,30,22,14,27,11,3,,40
2003,26,19,13,16,8,2,,159
2003,26,18,11,16,8,,,172
2003,28,19,10,11,5,,,21
2003,28,19,10,11,5,0,,360
2003,28,18,9,14,6,1,,71
2003,29,21,13,13,6,1,,155
2003,28,21,15,23,6,2,,310
2003,26,20,14,26,8,2,,313
2003,26,20,14,19,8,2,,29
2003,27,21,15,11,6,2,,73
2003,28,20,13,13,5,1,,347
2003,29,21,14,19,6,1,,298
2003,28,23,18,23,8,4,,291
2003,26,19,13,19,6,3,,245
2003,24,19,15,24,8,4,,327
2003,20,17,14,24,8,5,Rain,182
2003,22,18,14,34,16,6,Rain,188
2003,19,16,13,34,11,5,Rain,194
2003,20,17,13,23,11,5,Rain,200
2003,21,14,9,21,2,2,,36
2003,19,13,8,35,10,4,,23
2003,18,12,6,23,13,5,,36
2003,22,13,5,13,5,2,,358
2003,23,16,9,23,6,1,,60
2003,23,17,10,13,6,,,3
2003,24,16,8,10,3,,,6
2003,24,17,9,24,5,5,,342
2003,19,17,14,16,8,5,Rain,174
2003,20,17,14,6,3,6,Rain,12
2003,20,17,13,10,5,5,Rain-Thunderstorm,44
2003,21,16,10,8,3,4,,6
